Time(s),Latitude(deg),Longitude(deg),Height(m),North(m/s),East(m/s),Down(m/s)
36.000000,51.509604,-0.161033,38.565604,0.104883,0.215220,-0.025135
36.500000,51.509604,-0.161030,38.611201,0.060435,0.227141,-0.013915
37.000000,51.509604,-0.161028,38.567817,0.012533,0.226107,-0.033612
37.500000,51.509603,-0.161027,38.667761,-0.055381,0.242728,0.009149
38.000000,51.509604,-0.161025,38.686789,-0.132576,0.232660,0.019848
38.500000,51.509603,-0.161024,38.705038,-0.156063,0.166725,0.043399
39.000000,51.509602,-0.161023,38.637705,-0.232036,0.129976,0.043069
39.500000,51.509601,-0.161022,38.640277,-0.218502,0.071902,0.026042
40.000000,51.509599,-0.161022,38.672027,-0.257259,0.003673,0.013472
40.500000,51.509597,-0.161022,38.687949,-0.523390,0.036604,0.029006
41.000000,51.509594,-0.161021,38.622480,-0.760264,-0.022421,-0.026109
41.500000,51.509590,-0.161020,38.637956,-1.023816,0.019905,-0.010822
42.000000,51.509585,-0.161020,38.633906,-1.253030,-0.002384,-0.017260
42.500000,51.509579,-0.161020,38.603575,-1.248883,0.016205,0.010000
43.000000,51.509574,-0.161020,38.601260,-1.261430,0.020949,-0.074207
43.500000,51.509568,-0.161020,38.604617,-1.220709,-0.003484,-0.019362
44.000000,51.509562,-0.161019,38.594961,-1.240127,-0.025105,-0.006706
44.500000,51.509557,-0.161018,38.585303,-1.235263,0.003494,-0.025734
45.000000,51.509551,-0.161017,38.531495,-1.260596,0.026685,0.022968
45.500000,51.509546,-0.161016,38.492132,-1.256388,-0.022175,0.021914
46.000000,51.509540,-0.161017,38.462052,-1.262463,0.008516,0.024422
46.500000,51.509535,-0.161017,38.458510,-1.209193,-0.043167,0.027081
47.000000,51.509529,-0.161018,38.403872,-1.268842,-0.028691,0.030351
47.500000,51.509524,-0.161018,38.416626,-1.237504,-0.030970,-0.061869
48.000000,51.509518,-0.161019,38.380160,-1.252131,-0.028917,-0.020355
48.500000,51.509512,-0.161018,38.345629,-1.273135,0.004688,-0.019202
49.000000,51.509506,-0.161019,38.305012,-1.236269,-0.030947,-0.022768
49.500000,51.509502,-0.161019,38.215048,-1.264190,0.040784,-0.073614
50.000000,51.509496,-0.161019,38.202604,-1.275743,-0.002315,-0.023078
50.500000,51.509491,-0.161020,38.255838,-1.245267,0.016290,-0.038239
51.000000,51.509485,-0.161021,38.270501,-1.284994,0.003271,-0.051955
51.500000,51.509479,-0.161020,38.306237,-1.250022,0.009198,-0.016132
52.000000,51.509474,-0.161019,38.317588,-1.238602,0.019710,-0.031892
52.500000,51.509469,-0.161018,38.278988,-1.240649,0.006420,-0.028940
53.000000,51.509463,-0.161018,38.291516,-1.237327,-0.011145,-0.055286
53.500000,51.509457,-0.161019,38.198600,-1.271436,0.008371,0.041232
54.000000,51.509451,-0.161019,38.131510,-1.260507,-0.009225,0.033592
54.500000,51.509445,-0.161018,38.111642,-1.262412,-0.008117,0.050013
55.000000,51.509439,-0.161018,38.044201,-1.274075,0.001816,0.023998
55.500000,51.509434,-0.161018,38.067727,-1.239959,0.027793,0.024036
56.000000,51.509428,-0.161018,38.131311,-1.266902,-0.010645,0.034856
56.500000,51.509423,-0.161018,38.076802,-1.240820,0.018182,0.045944
57.000000,51.509418,-0.161018,38.022104,-1.243260,0.005006,0.028242
57.500000,51.509412,-0.161018,37.958054,-1.253636,0.036915,0.022280
58.000000,51.509407,-0.161017,37.902626,-1.264993,0.069883,-0.015018
58.500000,51.509401,-0.161018,37.945506,-1.258700,0.025907,0.046002
59.000000,51.509395,-0.161018,37.877468,-1.275899,0.010161,0.032811
59.500000,51.509390,-0.161017,37.924502,-1.252889,0.020058,0.047082
60.000000,51.509383,-0.161017,37.937068,-1.265566,0.019853,0.012786
60.500000,51.509378,-0.161016,37.978773,-1.254634,-0.008838,-0.003865
61.000000,51.509372,-0.161017,38.016143,-1.238725,-0.030117,0.011482
61.500000,51.509367,-0.161018,37.989103,-1.238230,-0.037302,0.026905
62.000000,51.509361,-0.161019,37.873389,-1.258030,-0.025335,-0.017632
62.500000,51.509355,-0.161019,37.861090,-1.263358,-0.004978,-0.002057
63.000000,51.509350,-0.161019,37.787962,-1.246810,-0.037784,0.005709
63.500000,51.509344,-0.161020,37.835996,-1.282828,-0.001685,-0.025230
64.000000,51.509338,-0.161020,37.788893,-1.244042,-0.039811,-0.032394
64.500000,51.509332,-0.161021,37.814094,-1.236848,-0.016898,-0.033334
65.000000,51.509326,-0.161021,37.847196,-1.269581,0.004076,-0.026587
65.500000,51.509321,-0.161022,37.869603,-1.239336,0.047102,0.003593
66.000000,51.509315,-0.161022,37.878708,-1.262440,0.052186,-0.029079
66.500000,51.509309,-0.161021,37.822675,-1.273726,0.012021,-0.033802
67.000000,51.509304,-0.161020,37.836653,-1.222585,0.002760,-0.033512
67.500000,51.509299,-0.161020,37.822630,-1.232471,-0.002139,0.025302
68.000000,51.509292,-0.161020,37.831311,-1.223787,0.005032,-0.016183
68.500000,51.509286,-0.161020,37.914653,-1.229310,-0.001699,-0.023466
69.000000,51.509282,-0.161021,37.910311,-1.255703,-0.005130,0.017651
69.500000,51.509277,-0.161020,37.947156,-1.252624,0.000201,-0.015185
70.000000,51.509271,-0.161020,37.922272,-1.263760,0.008932,0.020506
70.500000,51.509266,-0.161020,37.875507,-1.254450,0.005998,0.037694
71.000000,51.509260,-0.161019,37.817666,-1.260157,0.008448,0.002901
71.500000,51.509255,-0.161019,37.885470,-0.978522,-0.021088,-0.013147
72.000000,51.509251,-0.161019,37.926001,-0.752738,0.014944,-0.050048
72.500000,51.509249,-0.161018,38.016896,-0.493729,0.010283,-0.031803
73.000000,51.509247,-0.161018,37.996681,-0.263259,0.008095,0.039767
73.500000,51.509246,-0.161017,38.002223,-0.212252,0.082734,-0.035731
74.000000,51.509244,-0.161016,38.045234,-0.217847,0.118295,-0.014972
74.500000,51.509243,-0.161015,38.201749,-0.156909,0.155168,-0.047157
75.000000,51.509243,-0.161013,38.142056,-0.141450,0.253221,-0.029573
75.500000,51.509242,-0.161010,38.094459,-0.043637,0.242202,0.023590
76.000000,51.509243,-0.161009,38.050659,0.018217,0.262342,0.030906
76.500000,51.509243,-0.161008,38.048449,0.064151,0.232339,0.022902
77.000000,51.509243,-0.161007,37.974385,0.131746,0.231572,0.036873
77.500000,51.509244,-0.161006,37.947488,0.161403,0.183661,0.005939
78.000000,51.509244,-0.161004,37.946767,0.214174,0.155586,-0.014352
78.500000,51.509246,-0.161002,37.906942,0.219707,0.065715,0.006749
79.000000,51.509247,-0.161002,37.857890,0.229729,-0.001269,-0.003228
79.500000,51.509249,-0.161000,37.780911,0.497372,-0.000075,-0.036314
80.000000,51.509250,-0.161001,37.783902,0.747615,-0.011027,-0.008565
80.500000,51.509254,-0.161002,37.839716,1.005935,0.005119,-0.034122
81.000000,51.509259,-0.161003,37.823980,1.243824,-0.041856,-0.002981
81.500000,51.509266,-0.161004,37.780762,1.242977,-0.025272,-0.023869
82.000000,51.509272,-0.161005,37.686364,1.259950,-0.020588,0.045679
82.500000,51.509276,-0.161005,37.687121,1.269797,-0.021209,0.006670
83.000000,51.509282,-0.161004,37.682809,1.255013,-0.000930,0.010819
83.500000,51.509288,-0.161004,37.651935,1.236224,0.005462,0.031002
84.000000,51.509293,-0.161005,37.610781,1.271165,-0.047496,0.016841
84.500000,51.509299,-0.161005,37.677425,1.258460,-0.029200,0.035582
85.000000,51.509305,-0.161006,37.719298,1.261993,0.003734,-0.053760
85.500000,51.509311,-0.161006,37.720086,1.243939,0.023385,-0.058750
86.000000,51.509316,-0.161006,37.737276,1.251368,0.028755,-0.032298
86.500000,51.509322,-0.161005,37.737162,1.235141,0.015359,-0.078437
87.000000,51.509327,-0.161005,37.759811,1.220668,-0.007792,-0.055960
87.500000,51.509333,-0.161005,37.821607,1.248640,-0.061066,-0.029717
88.000000,51.509339,-0.161006,37.945138,1.267347,-0.038038,-0.006090
88.500000,51.509344,-0.161007,37.976590,1.246648,-0.035880,-0.001759
89.000000,51.509350,-0.161007,37.944038,1.266666,-0.008049,0.076206
89.500000,51.509356,-0.161006,37.924790,1.255833,-0.025843,0.093231
90.000000,51.509362,-0.161006,37.860332,1.240390,0.026526,0.055308
90.500000,51.509367,-0.161005,37.773151,1.239239,-0.017110,0.056029
91.000000,51.509372,-0.161006,37.759715,1.263701,0.002846,0.005067
91.500000,51.509378,-0.161005,37.727013,1.233733,-0.034209,0.046118
92.000000,51.509385,-0.161005,37.767162,1.243020,0.000969,0.009987
92.500000,51.509390,-0.161006,37.711771,1.241781,-0.034709,-0.000374
93.000000,51.509397,-0.161006,37.685528,1.245882,-0.013439,-0.029871
93.500000,51.509402,-0.161006,37.638511,1.243259,0.004475,-0.033875
94.000000,51.509407,-0.161005,37.673908,1.275808,0.023558,-0.011493
94.500000,51.509413,-0.161005,37.654706,1.242741,0.008579,0.010710
95.000000,51.509419,-0.161004,37.676519,1.248036,0.051277,0.009986
95.500000,51.509424,-0.161004,37.662409,1.263000,-0.014581,0.006710
96.000000,51.509430,-0.161004,37.670533,1.228771,-0.011815,-0.017233
96.500000,51.509436,-0.161003,37.685203,1.245137,0.022045,0.009101
97.000000,51.509442,-0.161002,37.662261,1.237200,0.028035,0.025935
97.500000,51.509446,-0.161002,37.652436,1.293241,0.007584,0.010292
98.000000,51.509452,-0.161003,37.582389,1.257066,0.023327,-0.017560
98.500000,51.509458,-0.161003,37.583511,1.228501,0.025256,0.008542
99.000000,51.509463,-0.161003,37.596089,1.232606,0.052253,-0.043574
99.500000,51.509468,-0.161003,37.595543,1.235221,0.054784,-0.021663
100.000000,51.509474,-0.161004,37.644051,1.258460,-0.016459,-0.036123
100.500000,51.509479,-0.161004,37.631187,1.241505,0.021830,-0.007662
101.000000,51.509484,-0.161004,37.584584,1.247232,-0.028989,0.029080
101.500000,51.509490,-0.161005,37.555700,1.222622,0.010625,0.011842
102.000000,51.509496,-0.161006,37.596465,1.244842,0.008629,-0.018247
102.500000,51.509501,-0.161007,37.682200,1.270598,-0.016628,0.006884
103.000000,51.509506,-0.161007,37.720127,1.239427,0.048132,-0.074956
103.500000,51.509512,-0.161008,37.683917,1.274627,-0.025542,-0.003293
104.000000,51.509517,-0.161007,37.651054,1.266873,-0.031886,-0.003121
104.500000,51.509523,-0.161007,37.702478,1.221247,-0.029483,0.030299
105.000000,51.509527,-0.161006,37.652806,1.256594,-0.030018,-0.006180
105.500000,51.509533,-0.161007,37.638986,1.272022,-0.032276,0.001054
106.000000,51.509539,-0.161006,37.571801,1.263654,-0.003243,-0.038360
106.500000,51.509545,-0.161005,37.718586,1.240669,-0.005644,0.020368
107.000000,51.509551,-0.161004,37.739997,1.236056,0.001480,-0.009699
107.500000,51.509556,-0.161004,37.812338,1.266201,0.011097,-0.035429
108.000000,51.509562,-0.161004,37.800637,1.267322,0.004388,-0.014405
108.500000,51.509568,-0.161004,37.836295,1.281467,-0.014490,0.014457
109.000000,51.509574,-0.161005,37.837616,1.269273,-0.015144,-0.029711
109.500000,51.509579,-0.161005,37.834551,1.256473,-0.006422,-0.050479
110.000000,51.509585,-0.161005,37.846476,1.279106,-0.044376,-0.012612
110.500000,51.509590,-0.161005,37.813858,1.025524,-0.021328,-0.028199
111.000000,51.509594,-0.161006,37.912717,0.767371,-0.012302,0.000921
111.500000,51.509596,-0.161007,37.977297,0.499056,0.000071,-0.019470
112.000000,51.509598,-0.161007,38.018693,0.245446,-0.012074,0.022902
112.500000,51.509600,-0.161007,38.002953,0.215249,0.064372,0.017547
113.000000,51.509601,-0.161007,37.985596,0.219823,0.152866,-0.010646
113.500000,51.509601,-0.161004,37.897980,0.124599,0.207160,-0.060464
114.000000,51.509602,-0.161002,37.932939,0.131125,0.187479,0.026217
114.500000,51.509603,-0.161001,37.942949,0.050852,0.254347,-0.081522
115.000000,51.509602,-0.161000,38.002384,-0.017457,0.259031,-0.041550
115.500000,51.509602,-0.160999,38.004007,-0.063266,0.222579,-0.020708
116.000000,51.509602,-0.160997,37.961388,-0.122280,0.208122,-0.011686
116.500000,51.509601,-0.160995,37.978189,-0.166441,0.196371,-0.018150
117.000000,51.509600,-0.160994,37.941380,-0.210679,0.122311,-0.008876
117.500000,51.509600,-0.160994,37.881279,-0.256799,0.065898,0.009843
118.000000,51.509599,-0.160994,37.949526,-0.243286,0.015397,-0.020846
118.500000,51.509597,-0.160995,37.935306,-0.498660,0.011119,-0.012978
119.000000,51.509593,-0.160995,38.046999,-0.771680,0.021339,-0.026128
119.500000,51.509590,-0.160995,38.028810,-1.004315,0.053779,-0.014034
120.000000,51.509585,-0.160995,37.935178,-1.225119,0.017418,0.007367
120.500000,51.509579,-0.160995,37.938592,-1.253559,0.003187,-0.044345
121.000000,51.509573,-0.160995,37.868173,-1.259434,-0.013524,-0.003706
121.500000,51.509568,-0.160994,37.825616,-1.263726,0.039471,0.007587
122.000000,51.509562,-0.160995,37.789177,-1.234863,0.013843,-0.018564
122.500000,51.509557,-0.160994,37.864573,-1.253010,0.011496,0.051063
123.000000,51.509551,-0.160994,37.858262,-1.252408,-0.037460,0.019436
123.500000,51.509546,-0.160994,37.899871,-1.238091,-0.015087,-0.038955
124.000000,51.509540,-0.160995,37.943250,-1.261929,-0.019666,-0.047003
124.500000,51.509535,-0.160996,37.943539,-1.254592,-0.034249,-0.006418
125.000000,51.509529,-0.160995,37.946477,-1.245299,-0.053166,0.006551
125.500000,51.509524,-0.160995,37.980028,-1.253760,-0.012175,-0.008733
126.000000,51.509518,-0.160994,37.969584,-1.251348,0.005594,-0.015546
126.500000,51.509512,-0.160995,37.975826,-1.270737,0.034703,-0.031983
127.000000,51.509506,-0.160994,37.919331,-1.226770,0.000127,0.011687
127.500000,51.509500,-0.160995,37.899718,-1.214191,0.019869,0.004654
128.000000,51.509495,-0.160995,37.922969,-1.232999,-0.009016,0.019982
128.500000,51.509490,-0.160994,37.912504,-1.242364,0.035272,0.005666
129.000000,51.509484,-0.160994,37.844977,-1.256243,0.006434,-0.007291
129.500000,51.509478,-0.160994,37.836101,-1.225465,-0.018187,-0.028727
130.000000,51.509473,-0.160993,37.867969,-1.267967,-0.014724,-0.035101
130.500000,51.509468,-0.160992,37.834670,-1.272767,-0.009638,0.003631
131.000000,51.509462,-0.160992,37.860705,-1.258967,-0.017968,0.019672
131.500000,51.509457,-0.160993,37.855617,-1.243236,-0.019226,0.032825
132.000000,51.509451,-0.160993,37.893725,-1.267110,-0.005314,-0.022849
132.500000,51.509445,-0.160993,37.965378,-1.242657,0.024936,0.032857
133.000000,51.509439,-0.160991,37.912214,-1.256016,0.032412,0.029981
133.500000,51.509433,-0.160991,37.852742,-1.247647,0.052694,-0.039662
134.000000,51.509427,-0.160991,37.830984,-1.268528,0.054338,-0.016218
134.500000,51.509421,-0.160992,37.865010,-1.229919,0.041839,-0.032810
135.000000,51.509416,-0.160991,37.967863,-1.217776,0.024194,-0.015123
135.500000,51.509410,-0.160991,37.985661,-1.239291,-0.009489,-0.014039
136.000000,51.509405,-0.160992,37.932184,-1.255924,-0.003139,0.031118
136.500000,51.509400,-0.160992,37.897308,-1.261957,0.018656,0.001920
137.000000,51.509395,-0.160991,37.884164,-1.253856,0.023446,-0.001086
137.500000,51.509389,-0.160991,37.904526,-1.244496,0.022596,0.048605
138.000000,51.509385,-0.160990,37.868667,-1.228657,0.007556,0.047788
138.500000,51.509379,-0.160990,37.939829,-1.252411,0.029930,-0.026667
139.000000,51.509374,-0.160990,38.008976,-1.240146,0.030380,-0.030363
139.500000,51.509368,-0.160990,38.048916,-1.239205,0.025306,0.000746
140.000000,51.509363,-0.160990,38.063178,-1.272445,0.029343,0.003872
140.500000,51.509357,-0.160990,38.054022,-1.274764,0.025775,-0.027493
141.000000,51.509351,-0.160990,38.071906,-1.237677,0.031820,-0.017129
141.500000,51.509346,-0.160990,38.033838,-1.235434,-0.021632,0.022165
142.000000,51.509340,-0.160990,38.019483,-1.267286,-0.006451,0.030263
142.500000,51.509334,-0.160989,37.990764,-1.262219,0.021844,0.015576
143.000000,51.509328,-0.160990,37.963089,-1.259450,-0.011519,0.098217
143.500000,51.509323,-0.160991,37.885519,-1.249828,-0.014993,0.034437
144.000000,51.509317,-0.160992,37.972690,-1.223968,-0.001873,0.010071
144.500000,51.509311,-0.160992,38.034161,-1.264293,0.011219,-0.012105
145.000000,51.509305,-0.160991,38.019548,-1.245166,0.028453,-0.048033
145.500000,51.509300,-0.160990,38.053785,-1.250929,-0.002074,-0.015012
146.000000,51.509294,-0.160991,38.054702,-1.270665,0.035935,-0.013145
146.500000,51.509289,-0.160991,38.139267,-1.249773,-0.015785,-0.020707
147.000000,51.509283,-0.160990,38.158455,-1.226067,0.021363,-0.031036
147.500000,51.509277,-0.160990,38.141665,-1.281337,0.015852,0.001775
148.000000,51.509271,-0.160989,38.183813,-1.258053,0.036783,-0.037933
148.500000,51.509265,-0.160990,38.205081,-1.275836,0.010752,-0.031437
149.000000,51.509259,-0.160991,38.203876,-1.269642,0.019991,0.003560
149.500000,51.509254,-0.160990,38.225358,-1.021094,0.010560,0.035636
150.000000,51.509251,-0.160989,38.172115,-0.760864,0.011368,-0.014063
150.500000,51.509248,-0.160988,38.192781,-0.496476,-0.022296,0.024312
151.000000,51.509246,-0.160989,38.148801,-0.252656,-0.040726,0.020592
151.500000,51.509244,-0.160989,38.106574,-0.230877,0.042076,0.014185
152.000000,51.509243,-0.160988,38.063607,-0.206238,0.147989,-0.027978
152.500000,51.509242,-0.160988,38.094855,-0.167785,0.153304,-0.038992
153.000000,51.509242,-0.160986,38.077593,-0.127772,0.216468,-0.009251
153.500000,51.509241,-0.160984,38.010206,-0.066301,0.233623,-0.002467
154.000000,51.509241,-0.160983,38.072628,-0.008398,0.227419,0.012121
154.500000,51.509242,-0.160981,38.089793,0.049288,0.252952,-0.007813
155.000000,51.509243,-0.160979,38.135839,0.122552,0.216636,-0.024620
155.500000,51.509243,-0.160978,38.189641,0.163964,0.174265,0.013413
156.000000,51.509244,-0.160976,38.188013,0.219785,0.124811,-0.009382
156.500000,51.509245,-0.160975,38.124453,0.212679,0.064465,-0.004597
157.000000,51.509246,-0.160974,38.155077,0.251398,0.005807,-0.000577
157.500000,51.509248,-0.160974,38.130285,0.502794,-0.017993,-0.064789
158.000000,51.509250,-0.160973,38.153733,0.747455,-0.029407,0.016352
158.500000,51.509254,-0.160975,38.203756,1.019540,-0.026313,-0.000643
159.000000,51.509259,-0.160975,38.222965,1.246331,-0.013990,0.002785
159.500000,51.509264,-0.160974,38.141257,1.240742,0.000157,0.004113
160.000000,51.509270,-0.160974,38.093492,1.257738,-0.024525,-0.016732
160.500000,51.509275,-0.160974,38.112663,1.256097,0.003409,-0.057641
161.000000,51.509281,-0.160975,38.161671,1.259842,0.015356,-0.066542
161.500000,51.509287,-0.160975,38.233093,1.240492,0.018214,-0.003676
162.000000,51.509292,-0.160974,38.283416,1.232299,0.018172,-0.013706
162.500000,51.509298,-0.160974,38.255060,1.256786,0.012072,-0.010015
163.000000,51.509304,-0.160974,38.248598,1.259517,-0.016864,0.002796
163.500000,51.509308,-0.160975,38.199527,1.238478,0.019465,0.039835
164.000000,51.509314,-0.160975,38.172972,1.271393,-0.015905,0.029786
164.500000,51.509320,-0.160975,38.141822,1.258576,-0.002349,0.025670
165.000000,51.509326,-0.160975,38.095688,1.256285,-0.003616,0.025233
165.500000,51.509332,-0.160976,38.080263,1.258170,0.007341,0.028655
166.000000,51.509338,-0.160975,38.022996,1.269028,0.022134,-0.057346
166.500000,51.509343,-0.160975,37.980353,1.262915,0.000784,-0.062054
167.000000,51.509348,-0.160976,37.987439,1.241881,0.026963,-0.022276
167.500000,51.509354,-0.160976,37.985651,1.232597,0.001917,-0.029278
168.000000,51.509359,-0.160975,37.960987,1.261678,0.013005,-0.047161
168.500000,51.509365,-0.160976,37.970689,1.249981,-0.011662,-0.003052
169.000000,51.509371,-0.160976,37.901953,1.263553,-0.028766,-0.014904
169.500000,51.509376,-0.160976,37.943773,1.242571,-0.008683,-0.054557
170.000000,51.509382,-0.160976,37.932040,1.232919,-0.005680,-0.026268
170.500000,51.509388,-0.160976,38.034960,1.251194,-0.012322,-0.057124
171.000000,51.509394,-0.160975,38.029884,1.223916,-0.000743,0.031115
171.500000,51.509400,-0.160976,38.071903,1.220178,-0.013143,0.013886
172.000000,51.509405,-0.160976,38.053236,1.240005,-0.006455,-0.009606
172.500000,51.509411,-0.160977,38.044328,1.235042,0.000420,0.028968
173.000000,51.509416,-0.160977,38.002515,1.229253,0.034187,-0.026575
173.500000,51.509423,-0.160975,37.987999,1.244484,0.000952,-0.008666
174.000000,51.509427,-0.160975,38.000241,1.256652,0.017465,0.004745
174.500000,51.509433,-0.160975,38.048132,1.260401,0.019103,-0.010643
175.000000,51.509439,-0.160975,38.060809,1.227571,-0.013521,0.026535
175.500000,51.509445,-0.160975,38.061201,1.265464,-0.008506,0.021985
176.000000,51.509451,-0.160975,38.089234,1.258333,0.037762,-0.052811
176.500000,51.509456,-0.160974,38.058405,1.265968,-0.011175,0.000466
177.000000,51.509462,-0.160975,38.045318,1.233691,0.012427,0.006271
177.500000,51.509467,-0.160974,38.156617,1.236731,0.039237,-0.031962
178.000000,51.509473,-0.160975,38.171511,1.259654,0.026954,-0.057040
178.500000,51.509478,-0.160974,38.125283,1.254959,0.021796,-0.004929
179.000000,51.509483,-0.160975,38.167747,1.228489,0.038428,-0.055835
179.500000,51.509489,-0.160976,38.158259,1.227385,0.023175,-0.010828
180.000000,51.509495,-0.160976,38.220295,1.240861,-0.005033,-0.047616
180.500000,51.509501,-0.160975,38.297799,1.238250,0.012970,-0.018815
181.000000,51.509506,-0.160975,38.348337,1.225771,0.003867,0.018019
181.500000,51.509511,-0.160975,38.273898,1.238718,-0.014485,0.018595
182.000000,51.509516,-0.160974,38.287877,1.254361,-0.005038,0.020225
182.500000,51.509522,-0.160975,38.242095,1.244904,-0.009467,0.052244
183.000000,51.509528,-0.160974,38.281598,1.247066,0.021549,-0.002377
183.500000,51.509534,-0.160974,38.178683,1.256251,0.002759,-0.029660
184.000000,51.509539,-0.160975,38.222632,1.230015,-0.005164,0.068418
184.500000,51.509545,-0.160974,38.152893,1.223375,0.008334,0.043937
185.000000,51.509551,-0.160975,38.198984,1.265450,-0.025645,-0.009514
